Feature,Gain,Cover,Frequency,Fold,FeatureLine,FeatureStation,FeatureNumber,Type,Categorical,Category
L3_S30_F3639,0.00425529,0.000106079,0.005606253,1,3,30,3639,F,,Category 5
L3_S30_F3629,0.004198207,0.000168202,0.006199615,1,3,30,3629,F,,Category 6
L0_S13_F356,0.004137552,0.002679897,0.004276302,1,0,13,356,F,,Category 3
L3_S29_F3376,0.004131766,0.000110482,0.006833899,1,3,29,3376,F,,Category 6
L3_S29_F3342,0.004098454,0.000239224,0.005565331,1,3,29,3342,F,,Category 5
L0_S4_D106,0.004070748,0.000411789,0.003867087,1,0,4,106,D,,Category 5
L3_S30_F3519,0.004060407,8.9313E-05,0.006977125,1,3,30,3519,F,,Category 6
L3_S29_F3382,0.003979385,0.000167655,0.005197037,1,3,29,3382,F,,Category 5
L3_S35_F3889,0.003933846,8.67439E-05,0.007447723,1,3,35,3889,F,,Category 6
L3_S29_F3324,0.003892953,0.000450084,0.006792978,1,3,29,3324,F,,Category 6
L0_S2_F60,0.003805859,0.000183837,0.00501289,1,0,2,60,F,,Category 5
L0_S2_F44,0.003802684,0.000358954,0.004501371,1,0,2,44,F,,Category 5
L0_S4_F109,0.003722574,0.000819952,0.006015468,1,0,4,109,F,,Category 3
L3_S29_F3427,0.003719834,4.86805E-05,0.00554487,1,3,29,3427,F,,Category 5
L3_S30_F3669,0.003717129,7.87425E-05,0.005463027,1,3,30,3669,F,,Category 5
L3_S30_F3624,0.003690808,8.2204E-05,0.004419528,1,3,30,3624,F,,Category 5
L2_S26_F3040,0.003623344,0.000434632,0.00499243,1,2,26,3040,F,,Category 5
L3_S30_F3784,0.003474162,0.000150257,0.004071695,1,3,30,3784,F,,Category 5
L2_S27_F3166,0.003448452,0.003445369,0.004173998,1,2,27,3166,F,,Category 3
L3_S35_F3896,0.003427627,0.000551606,0.005176577,1,3,35,3896,F,,Category 3
L3_S30_F3764,0.003331348,5.54608E-05,0.00421492,1,3,30,3764,F,,Category 5
L3_S30_F3709,0.003305678,0.000116057,0.00554487,1,3,30,3709,F,,Category 5
L0_S12_F346,0.003266914,0.000524185,0.003805704,1,0,12,346,F,,Category 3
L0_S16_F426,0.003225844,0.024848257,0.004624136,1,0,16,426,F,,Category 3
L3_S29_F3321,0.003206043,5.6631E-05,0.006772517,1,3,29,3321,F,,Category 6
L3_S29_F3318,0.003152665,5.29224E-05,0.004951508,1,3,29,3318,F,,Category 5
L0_S9_D167,0.003131497,0.000365802,0.005340263,1,0,9,167,D,,Category 5
L2_S26_F3113,0.003079505,0.000494646,0.00448091,1,2,26,3113,F,,Category 5
L3_S30_F3799,0.00304639,0.000357742,0.004296763,1,3,30,3799,F,,Category 5
L2_S27_F3199,0.00298922,0.000651402,0.004460449,1,2,27,3199,F,,Category 3
L2_S26_F3036,0.002978036,0.001920976,0.006506527,1,2,26,3036,F,,Category 3
L1_S24_F1298,0.00295047,0.06197588,0.00237345,1,1,24,1298,F,,Category 7
L0_S11_F318,0.00293342,0.000280606,0.003519254,1,0,11,318,F,,Category 5
L2_S26_F3121,0.002903932,0.000361461,0.004726439,1,2,26,3121,F,,Category 5
L3_S30_F3819,0.002875807,0.000213323,0.003253263,1,3,30,3819,F,,Category 5
L1_S24_F1207,0.002769157,0.030861703,0.002189303,1,1,24,1207,F,,Category 3
L0_S2_F36,0.002738311,0.000226191,0.004071695,1,0,2,36,F,,Category 5
L0_S2_D34,0.00273691,0.000245028,0.00288497,1,0,2,34,D,,Category 4
L3_S30_F3524,0.002723726,5.85782E-05,0.003908008,1,3,30,3524,F,,Category 5
L3_S29_F3407,0.002702053,0.002597493,0.001657323,1,3,29,3407,F,,Category 3
L3_S30_F3504,0.002679737,0.00011545,0.004501371,1,3,30,3504,F,,Category 5
L0_S11_F286,0.00267861,0.000129738,0.002557597,1,0,11,286,F,,Category 4
L0_S10_F229,0.002673692,0.000220295,0.003294185,1,0,10,229,F,,Category 5
L2_S26_F3047,0.0025358,0.00024562,0.005954086,1,2,26,3047,F,,Category 5
L3_S34_F3882,0.002465458,0.000512673,0.001718705,1,3,34,3882,F,,Category 4
L3_S32_F3854:T48,0.002453663,0.046572895,0.001861931,1,3,32,3854,F,T48,Category 7
L2_S26_F3073,0.002400277,0.000245173,0.003478332,1,2,26,3073,F,,Category 5
L0_S19_D454,0.002400142,0.000134158,0.002414372,1,0,19,454,D,,Category 4
L3_S29_F3315,0.002393874,4.20044E-05,0.003764783,1,3,29,3315,F,,Category 5
L3_S30_F3579,0.002307369,3.77155E-05,0.004051234,1,3,30,3579,F,,Category 5
L3_S30_F3544,0.002293028,0.000735032,0.003396489,1,3,30,3544,F,,Category 3
L0_S11_F306,0.002277637,0.000130107,0.002966813,1,0,11,306,F,,Category 4
L0_S17_D432,0.00222976,0.000440292,0.00288497,1,0,17,432,D,,Category 4
L2_S26_F3069,0.002221123,0.000171266,0.00525842,1,2,26,3069,F,,Category 5
L3_S30_F3509,0.0022139,0.000187162,0.003457871,1,3,30,3509,F,,Category 5
L0_S11_F326,0.002209925,0.000173207,0.002987273,1,0,11,326,F,,Category 4
L0_S13_F354,0.002199862,7.26152E-05,0.002230225,1,0,13,354,F,,Category 4
L0_S11_F282,0.002158498,0.000262014,0.002721283,1,0,11,282,F,,Category 4
L2_S26_F3062,0.002130842,0.000191868,0.004910586,1,2,26,3062,F,,Category 5
L2_S26_F3106,0.00209093,0.000177388,0.004071695,1,2,26,3106,F,,Category 5
L0_S12_F334,0.002081056,0.00134157,0.002352989,1,0,12,334,F,,Category 3
L0_S12_F348,0.002031343,0.000186753,0.002271146,1,0,12,348,F,,Category 4
L3_S29_F3430,0.002008919,0.000480329,0.002680362,1,3,29,3430,F,,Category 4
L0_S2_F48,0.001994171,0.006328046,0.002966813,1,0,2,48,F,,Category 3
L0_S18_D437,0.001973911,0.000126285,0.002332529,1,0,18,437,D,,Category 4
L0_S11_D280,0.001937544,0.000197824,0.002127921,1,0,11,280,D,,Category 4
L0_S10_F234,0.00193448,0.000231553,0.002230225,1,0,10,234,F,,Category 4
L2_S27_F3214,0.001911999,0.000478154,0.003662479,1,2,27,3214,F,,Category 5
L3_S29_F3476,0.001881334,2.30286E-05,0.002844048,1,3,29,3476,F,,Category 4
L0_S10_D231,0.001834201,0.000347136,0.002434832,1,0,10,231,D,,Category 4
L0_S21_D484,0.001831644,0.000363714,0.001595941,1,0,21,484,D,,Category 4
L1_S24_D818,0.001831027,0.003371892,0.00237345,1,1,24,818,D,,Category 3
L0_S11_F294,0.001830264,0.000171232,0.002618979,1,0,11,294,F,,Category 4
L3_S30_F3664,0.001818399,3.47716E-05,0.003110038,1,3,30,3664,F,,Category 5
L2_S26_F3051,0.001810767,0.011114762,0.00421492,1,2,26,3051,F,,Category 3
L2_S27_D3130,0.001803767,0.000671739,0.002046078,1,2,27,3130,D,,Category 3
L3_S30_F3634,0.001794434,2.32934E-05,0.00290543,1,3,30,3634,F,,Category 4
L0_S9_F175,0.001762244,6.66432E-05,0.002803126,1,0,9,175,F,,Category 4
L0_S11_F310,0.001754558,0.000262112,0.002046078,1,0,11,310,F,,Category 4
L1_S25_D1883,0.001652521,0.002615521,0.000859353,1,1,25,1883,D,,Category 3
L1_S24_D1570,0.001597854,0.000513797,0.000675206,1,1,24,1570,D,,Category 4
L0_S16_F421,0.001595463,0.000319857,0.00184147,1,0,16,421,F,,Category 4
L0_S11_F302,0.001592768,0.000133096,0.002455293,1,0,11,302,F,,Category 4
L1_S24_F1818,0.001569477,4.57114E-05,0.002823587,1,1,24,1818,F,,Category 4
L0_S11_F314,0.001556943,8.4507E-05,0.002025617,1,0,11,314,F,,Category 4
L0_S23_F623,0.001541806,6.94929E-05,0.001555019,1,0,23,623,F,,Category 4
L3_S34_F3876,0.001541108,3.37637E-05,0.000961657,1,3,34,3876,F,,Category 4
L3_S29_F3357,0.001522376,4.76403E-05,0.002312068,1,3,29,3357,F,,Category 4
L0_S15_F397,0.001504918,0.000149894,0.002066538,1,0,15,397,F,,Category 4
L3_S30_F3644,0.001475613,0.000712658,0.001350411,1,3,30,3644,F,,Category 3
L1_S24_F1812,0.001451801,0.000118811,0.002598519,1,1,24,1812,F,,Category 4
L2_S27_F3144,0.001435014,0.000171445,0.002046078,1,2,27,3144,F,,Category 4
L2_S27_F3155,0.001423814,0.000347859,0.001657323,1,2,27,3155,F,,Category 4
L0_S10_F254,0.001414331,4.98841E-05,0.001411794,1,0,10,254,F,,Category 4
L0_S21_F517,0.00141409,0.000289861,0.001473176,1,0,21,517,F,,Category 4
L3_S33_F3873,0.001378749,0.000118058,0.00079797,1,3,33,3873,F,,Category 4
L3_S49_F4217:T1,0.001374121,0.014697666,0.001411794,1,3,49,4217,F,T1,Category 3
L0_S11_F322,0.001366085,0.000121932,0.001616401,1,0,11,322,F,,Category 4
L3_S35_F3899:T1,0.001357626,0.00913632,0.001166264,1,3,35,3899,F,T1,Category 9
L0_S12_D331,0.001346276,0.000121488,0.001432254,1,0,12,331,D,,Category 2
L3_S32_F3850,0.001333314,6.98308E-05,0.004071695,1,3,32,3850,F,,Category 7
L0_S15_F403,0.00129241,9.33154E-05,0.001595941,1,0,15,403,F,,Category 2
L3_S36_F3938,0.001277792,0.000820163,0.001698244,1,3,36,3938,F,,Category 9
L3_S29_F3461,0.001214556,4.37244E-05,0.0010435,1,3,29,3461,F,,Category 2
L3_S29_F3436,0.001210366,0.000149281,0.001493637,1,3,29,3436,F,,Category 2
L3_S29_F3360,0.001193495,8.80943E-06,0.001780088,1,3,29,3360,F,,Category 2
L3_S47_F4158,0.001186631,3.69524E-05,0.00106396,1,3,47,4158,F,,Category 2
L0_S12_F330,0.001170411,0.000225646,0.001555019,1,0,12,330,F,,Category 2
L0_S23_F643,0.001155682,5.09514E-05,0.001923313,1,0,23,643,F,,Category 2
L0_S12_F332,0.001151863,5.42719E-05,0.001350411,1,0,12,332,F,,Category 2
L0_S23_F631,0.001106068,0.000122508,0.001166264,1,0,23,631,F,,Category 2
L1_S24_D1566,0.001104122,0.000444211,0.001268568,1,1,24,1566,D,,Category 2
L0_S12_F336,0.001091026,0.000271757,0.00130949,1,0,12,336,F,,Category 2
L1_S24_D1568,0.001083744,0.000199589,0.000572902,1,1,24,1568,D,,Category 1
L0_S22_D553,0.001077732,5.0236E-05,0.001452715,1,0,22,553,D,,Category 2
L1_S24_F1822,0.001074385,6.51521E-05,0.001350411,1,1,24,1822,F,,Category 2
L3_S30_F3684,0.001062367,4.42415E-05,0.001657323,1,3,30,3684,F,,Category 2
L0_S15_D395,0.001058727,0.00015568,0.001125343,1,0,15,395,D,,Category 2
L0_S12_F352,0.001056004,0.000195977,0.000593363,1,0,12,352,F,,Category 1
L1_S24_D772,0.001051223,0.00061069,0.001186725,1,1,24,772,D,,Category 9
L3_S36_F3918,0.001049807,2.67924E-05,0.001943774,1,3,36,3918,F,,Category 2
L0_S11_F290,0.001042167,0.001578059,0.00157548,1,0,11,290,F,,Category 9
L3_S30_F3584,0.001038118,2.66343E-05,0.001473176,1,3,30,3584,F,,Category 2
L1_S25_D2329,0.001027915,0.000211908,0.00053198,1,1,25,2329,D,,Category 1
L3_S29_F3433,0.001008455,3.07299E-05,0.001432254,1,3,29,3433,F,,Category 2
L0_S15_F406,0.001002832,0.000193797,0.001166264,1,0,15,406,F,,Category 2
L3_S30_F3589,0.001001818,9.6029E-05,0.001718705,1,3,30,3589,F,,Category 2
L1_S25_F2346,0.000993323,0.000929328,0.000654745,1,1,25,2346,F,,Category 9
L0_S16_D423,0.000991697,4.73339E-05,0.001391333,1,0,16,423,D,,Category 2
L3_S35_F3902:T2,0.000987183,0.034880656,0.001882391,1,3,35,3902,F,T2,Category 7
L1_S25_F2167,0.000975934,9.95462E-05,0.001391333,1,1,25,2167,F,,Category 2
L3_S40_F3982,0.000973301,0.001162826,0.001207186,1,3,40,3982,F,,Category 9
L0_S13_D355,0.000965102,0.000318272,0.00079797,1,0,13,355,D,,Category 2
L3_S31_D3836,0.000953452,0.000369937,0.001473176,1,3,31,3836,D,,Category 2
L0_S15_F415,0.000939244,3.56314E-05,0.001514097,1,0,15,415,F,,Category 2
L0_S20_D462,0.000929566,0.00073313,0.000941196,1,0,20,462,D,,Category 9
L2_S27_F3162,0.000908235,7.39977E-05,0.001718705,1,2,27,3162,F,,Category 2
L1_S24_D1674,0.00089195,6.90765E-05,0.001289029,1,1,24,1674,D,,Category 2
L0_S21_F477,0.000888995,0.000122808,0.001411794,1,0,21,477,F,,Category 2
L1_S24_F1808,0.000879816,2.08896E-05,0.001677784,1,1,24,1808,F,,Category 2
L2_S27_F3129,0.000873708,8.25853E-05,0.001493637,1,2,27,3129,F,,Category 2
L2_S27_F3133,0.00085766,9.97815E-05,0.001289029,1,2,27,3133,F,,Category 2
L3_S41_F4014,0.000846808,3.88375E-05,0.001166264,1,3,41,4014,F,,Category 2
L3_S40_F3984,0.000817741,5.65253E-06,0.000634284,1,3,40,3984,F,,Category 1
L3_S32_F3854:T8,0.000794177,0.000144147,0.001145803,1,3,32,3854,F,T8,Category 2
L1_S24_F1824,0.000775956,2.66391E-05,0.001636862,1,1,24,1824,F,,Category 2
L1_S24_D1809,0.000774906,0.000124655,0.000961657,1,1,24,1809,D,,Category 2
L3_S30_F3674,0.000761347,0.000107762,0.000920735,1,3,30,3674,F,,Category 2
L2_S27_F3210,0.000760217,1.92753E-05,0.000879813,1,2,27,3210,F,,Category 2
L3_S41_F4016,0.000756471,0.000182761,0.000654745,1,3,41,4016,F,,Category 1
L0_S7_F136,0.000740184,3.78461E-05,0.000818431,1,0,7,136,F,,Category 2
L1_S24_F1820,0.000734399,3.01364E-05,0.002025617,1,1,24,1820,F,,Category 2
L3_S48_F4196,0.000722933,2.39482E-05,0.000572902,1,3,48,4196,F,,Category 1
L1_S24_F1810,0.000713676,3.67365E-05,0.001595941,1,1,24,1810,F,,Category 2
L2_S27_F3140,0.000694695,4.11024E-05,0.001657323,1,2,27,3140,F,,Category 2
L0_S23_D617,0.000692406,0.000142726,0.000818431,1,0,23,617,D,,Category 2
L1_S25_F3009,0.000690017,0.000141204,0.000818431,1,1,25,3009,F,,Category 2
L3_S30_F3564,0.000688232,4.04585E-05,0.00130949,1,3,30,3564,F,,Category 2
L3_S30_F3689,0.000687091,1.55572E-05,0.001207186,1,3,30,3689,F,,Category 2
L0_S21_F537,0.000658203,0.01243343,0.001452715,1,0,21,537,F,,Category 9
L1_S24_F1814,0.000653028,5.11231E-05,0.001514097,1,1,24,1814,F,,Category 2
L1_S24_F1270,0.000618981,0.000369072,0.000572902,1,1,24,1270,F,,Category 1
L3_S47_F4153,0.000607651,6.58933E-06,0.000368294,1,3,47,4153,F,,Category 1
L0_S10_F239,0.00060663,9.35073E-05,0.000818431,1,0,10,239,F,,Category 2
L0_S23_F627,0.000603973,1.679E-05,0.000675206,1,0,23,627,F,,Category 2
L3_S30_F3569,0.000600654,7.27332E-05,0.001534558,1,3,30,3569,F,,Category 2
L1_S25_F2158,0.000600531,2.47952E-05,0.000552441,1,1,25,2158,F,,Category 1
L3_S35_F3894,0.000600494,6.00856E-06,0.001616401,1,3,35,3894,F,,Category 2
L1_S25_D1854,0.000578282,0.001153519,0.000327372,1,1,25,1854,D,,Category 9
L3_S49_F4211,0.000543196,3.23585E-05,0.00053198,1,3,49,4211,F,,Category 1
L0_S21_F507,0.000536601,7.63E-05,0.00053198,1,0,21,507,F,,Category 1
L3_S29_F3488,0.000531565,0.001247529,0.000716127,1,3,29,3488,F,,Category 9
L1_S25_D2471,0.000518879,0.001171373,0.00077751,1,1,25,2471,D,,Category 9
L1_S24_D1457,0.000495683,1.79607E-06,0.000859353,1,1,24,1457,D,,Category 2
L1_S25_F2136,0.000484511,0.000143016,0.000491059,1,1,25,2136,F,,Category 1
L3_S29_F3482,0.000482719,3.50227E-05,0.00077751,1,3,29,3482,F,,Category 2
L0_S12_F342,0.000477069,3.98229E-05,0.000491059,1,0,12,342,F,,Category 1
L1_S24_F1816,0.000475338,4.03665E-05,0.0010435,1,1,24,1816,F,,Category 2
L0_S23_F655,0.000474715,2.26049E-05,0.000613823,1,0,23,655,F,,Category 1
L0_S23_F659,0.000473726,2.74781E-05,0.000654745,1,0,23,659,F,,Category 1
L1_S24_D909,0.00047126,0.001081477,0.000961657,1,1,24,909,D,,Category 9
L0_S23_F663,0.000460451,2.28957E-05,0.000654745,1,0,23,663,F,,Category 1
L1_S25_D2098,0.000460292,6.07307E-05,0.000572902,1,1,25,2098,D,,Category 1
L3_S41_F4008,0.00043787,8.46061E-06,0.000368294,1,3,41,4008,F,,Category 1
L1_S25_F1855,0.000430619,0.000120091,0.000552441,1,1,25,1855,F,,Category 1
L1_S24_F1235,0.000426835,0.025213477,0.00053198,1,1,24,1235,F,,Category 9
L0_S23_F619,0.000426525,7.92014E-05,0.000879813,1,0,23,619,F,,Category 2
L0_S23_F667,0.000425412,3.91093E-05,0.000716127,1,0,23,667,F,,Category 2
L0_S12_F344,0.000425326,4.09971E-05,0.000450137,1,0,12,344,F,,Category 1
L3_S33_F3869,0.000423914,0.000642123,0.000368294,1,3,33,3869,F,,Category 9
L1_S24_F800,0.000423796,0.000649761,0.000511519,1,1,24,800,F,,Category 9
L2_S28_F3303,0.000416568,0.000151391,0.00026599,1,2,28,3303,F,,Category 1
L1_S25_F2144,0.000413912,1.74647E-05,0.000450137,1,1,25,2144,F,,Category 1
L2_S26_F3125,0.000406443,9.75316E-05,0.000388755,1,2,26,3125,F,,Category 1
L3_S44_F4118,0.000404257,1.83504E-05,0.000388755,1,3,44,4118,F,,Category 1
L2_S27_F3206,0.000403642,7.61606E-06,0.000941196,1,2,27,3206,F,,Category 2
L3_S44_F4112,0.000394811,1.27836E-06,0.000388755,1,3,44,4112,F,,Category 1
L1_S25_F2086,0.00039012,2.84674E-05,0.000388755,1,1,25,2086,F,,Category 1
L0_S4_D111,0.000387663,4.09696E-05,0.00026599,1,0,4,111,D,,Category 1
L1_S25_D1980,0.000382979,0.000418705,0.000593363,1,1,25,1980,D,,Category 1
L3_S47_F4163,0.000382339,1.21506E-05,0.000450137,1,3,47,4163,F,,Category 1
L3_S49_D4218,0.00038185,0.000208834,0.000347833,1,3,49,4218,D,,Category 1
L0_S23_F651,0.000374434,6.30085E-05,0.000982117,1,0,23,651,F,,Category 2
L1_S24_F808,0.000374162,0.000130733,0.000552441,1,1,24,808,F,,Category 1
L0_S22_F566,0.000372976,3.20839E-05,0.000388755,1,0,22,566,F,,Category 1
L1_S25_F2896,0.000367343,0.000130205,0.000347833,1,1,25,2896,F,,Category 1
L1_S25_F2915,0.000364811,5.16554E-05,0.000327372,1,1,25,2915,F,,Category 1
L2_S28_F3259,0.000355118,0.000419726,0.000388755,1,2,28,3259,F,,Category 1
L1_S25_F2487,0.000353093,1.7609E-06,0.000470598,1,1,25,2487,F,,Category 1
L3_S50_F4243,0.000352899,2.98646E-06,0.000327372,1,3,50,4243,F,,Category 1
L3_S47_F4143,0.00035054,5.91196E-07,0.000306912,1,3,47,4143,F,,Category 1
L1_S25_F2147,0.000344362,2.06806E-05,0.000409216,1,1,25,2147,F,,Category 1
L3_S44_F4115,0.000343055,2.31778E-06,0.000327372,1,3,44,4115,F,,Category 1
L3_S48_F4198,0.000330685,2.55088E-05,0.000347833,1,3,48,4198,F,,Category 1
L3_S45_F4124,0.000329894,2.97535E-05,0.000347833,1,3,45,4124,F,,Category 1
L3_S41_F4004,0.000325842,2.14101E-05,0.000757049,1,3,41,4004,F,,Category 2
L1_S25_F2091,0.000317951,1.89158E-05,0.000347833,1,1,25,2091,F,,Category 1
L0_S9_F205,0.000316086,2.60634E-05,0.000388755,1,0,9,205,F,,Category 1
L0_S3_F76,0.000312546,9.52041E-06,0.000491059,1,0,3,76,F,,Category 1
L1_S25_F2447:T3,0.000310937,5.33087E-05,0.000695666,1,1,25,2447,F,T3,Category 2
L1_S25_F3005,0.000302847,6.55976E-05,0.000286451,1,1,25,3005,F,,Category 1
L1_S24_D1018,0.000302136,2.10956E-05,0.000695666,1,1,24,1018,D,,Category 2
L1_S24_F687,0.000300933,5.74633E-05,0.000450137,1,1,24,687,F,,Category 1
L1_S25_F1858,0.000299265,5.72084E-06,0.000327372,1,1,25,1858,F,,Category 1
L3_S40_F3980,0.000297948,2.21132E-06,0.000368294,1,3,40,3980,F,,Category 1
L0_S12_F338,0.000297264,2.96961E-06,0.000347833,1,0,12,338,F,,Category 1
L3_S39_D3966,0.000289328,1.08094E-06,0.000122765,1,3,39,3966,D,,Category 1
L1_S24_D1062,0.000285956,0.000194273,0.000368294,1,1,24,1062,D,,Category 1
L1_S25_F2066,0.000281946,9.64299E-05,0.000368294,1,1,25,2066,F,,Category 1
L1_S25_F2155,0.000275228,6.07248E-05,0.000347833,1,1,25,2155,F,,Category 1
L1_S25_F2767,0.000267622,9.65466E-05,0.000204608,1,1,25,2767,F,,Category 1
L1_S25_D2798,0.000265371,0.000179884,0.000327372,1,1,25,2798,D,,Category 1
L1_S25_F3024,0.000265002,0.000254711,0.000245529,1,1,25,3024,F,,Category 1
L3_S43_F4090,0.000264532,1.21179E-05,0.000204608,1,3,43,4090,F,,Category 1
L1_S25_F1958,0.000257152,1.49313E-05,0.000163686,1,1,25,1958,F,,Category 1
L2_S26_F3055,0.000254517,2.10926E-07,8.18431E-05,1,2,26,3055,F,,Category 1
L1_S25_F2925,0.000252943,0.000577996,0.000429676,1,1,25,2925,F,,Category 9
L3_S41_F4020,0.000252517,7.68032E-06,0.00026599,1,3,41,4020,F,,Category 1
L1_S25_F2061,0.000243972,1.79239E-05,0.00026599,1,1,25,2061,F,,Category 1
L3_S32_F3854:T128,0.000239977,7.05725E-06,0.000450137,1,3,32,3854,F,T128,Category 1
L3_S49_D4208,0.000239499,1.2083E-06,0.00026599,1,3,49,4208,D,,Category 1
L1_S25_F2161,0.000237845,4.50376E-05,0.000306912,1,1,25,2161,F,,Category 1
L1_S25_F2046,0.000236899,4.4099E-05,0.000409216,1,1,25,2046,F,,Category 1
L1_S25_D2138,0.000234815,7.11048E-05,0.000245529,1,1,25,2138,D,,Category 1
L1_S25_F2773,0.000232114,6.7116E-05,0.000225069,1,1,25,2773,F,,Category 1
L3_S40_F3986,0.000226211,6.83113E-07,0.000143225,1,3,40,3986,F,,Category 1
L1_S25_F2787,0.000225438,3.06021E-05,0.000306912,1,1,25,2787,F,,Category 1
L1_S25_F2808,0.000224417,2.12935E-05,0.000347833,1,1,25,2808,F,,Category 1
L0_S23_F639,0.000224074,9.65371E-06,0.000306912,1,0,23,639,F,,Category 1
L1_S24_F814,0.000218475,0.000221366,0.000470598,1,1,24,814,F,,Category 1
L2_S28_F3248,0.000212747,2.60612E-05,0.000163686,1,2,28,3248,F,,Category 1
L1_S25_F2164,0.000212475,5.98029E-06,0.00026599,1,1,25,2164,F,,Category 1
L1_S24_F683,0.000210331,0.000129296,0.000347833,1,1,24,683,F,,Category 1
L1_S25_F2797,0.000206035,1.1563E-05,0.000225069,1,1,25,2797,F,,Category 1
L3_S30_F3679,0.000203398,6.46332E-06,0.000306912,1,3,30,3679,F,,Category 1
L2_S26_F3077,0.000197575,5.7748E-05,0.000143225,1,2,26,3077,F,,Category 1
L1_S25_D2058,0.000194556,0.000191804,0.000204608,1,1,25,2058,D,,Category 1
L1_S25_D1902,0.00019403,4.09156E-06,0.000143225,1,1,25,1902,D,,Category 1
L1_S25_F2828,0.00018891,4.16302E-05,0.000388755,1,1,25,2828,F,,Category 1
L1_S25_F2886,0.000186945,0.000300885,0.000347833,1,1,25,2886,F,,Category 1
L2_S28_F3255,0.000186863,2.42895E-05,0.000204608,1,2,28,3255,F,,Category 1
L3_S41_F4006,0.000183443,2.20293E-05,0.000368294,1,3,41,4006,F,,Category 1
L1_S25_F2152,0.000181255,4.39243E-05,0.000184147,1,1,25,2152,F,,Category 1
L1_S25_F2385,0.000175526,2.77263E-07,0.000347833,1,1,25,2385,F,,Category 1
L3_S33_F3871,0.000173463,3.70472E-05,0.000204608,1,3,33,3871,F,,Category 1
L3_S47_F4138,0.00016635,1.0132E-06,0.000327372,1,3,47,4138,F,,Category 1
L1_S25_F1973,0.000162544,1.80255E-05,0.000368294,1,1,25,1973,F,,Category 1
L3_S29_F3475:,0.00016102,4.58848E-06,0.000347833,1,3,29,3475,F,,Category 1
L1_S25_F3003,0.00015796,1.70501E-05,0.000245529,1,1,25,3003,F,,Category 1
L3_S44_F4121,0.000156763,1.82283E-06,0.000143225,1,3,44,4121,F,,Category 1
L1_S24_F733,0.000155445,5.75124E-05,0.000204608,1,1,24,733,F,,Category 1
L3_S43_F4095,0.000153932,4.20747E-07,0.000102304,1,3,43,4095,F,,Category 1
L3_S35_F3913,0.000153705,1.66514E-06,0.000225069,1,3,35,3913,F,,Category 1
L0_S12_F340,0.000149338,4.9949E-06,0.000368294,1,0,12,340,F,,Category 1
L1_S25_D2879,0.000148896,5.97288E-07,0.000143225,1,1,25,2879,D,,Category 1
L1_S25_F1938,0.000148761,2.60492E-05,0.000204608,1,1,25,1938,F,,Category 1
L1_S25_F2016,0.000147074,6.89808E-06,0.000102304,1,1,25,2016,F,,Category 1
L3_S41_F4023,0.00014688,1.11982E-07,8.18431E-05,1,3,41,4023,F,,Category 1
L1_S25_F2437,0.000146262,1.41509E-07,0.000122765,1,1,25,2437,F,,Category 1
L3_S48_D4194,0.000143017,2.65645E-06,0.000122765,1,3,48,4194,D,,Category 1
L3_S35_D3900,0.000142339,3.27522E-05,0.000122765,1,3,35,3900,D,,Category 1
L1_S25_F1909,0.00014145,1.5507E-06,0.000225069,1,1,25,1909,F,,Category 1
L3_S29_F3317:,0.000140405,1.35922E-06,0.000204608,1,3,29,3317,F,,Category 1
L3_S31_F3842,0.000138917,3.41932E-06,0.000163686,1,3,31,3842,F,,Category 1
L1_S25_F2945,0.000138778,5.53743E-06,0.000184147,1,1,25,2945,F,,Category 1
L1_S25_F3034,0.000137297,1.6976E-05,0.000245529,1,1,25,3034,F,,Category 1
L2_S28_F3233,0.000136597,2.22347E-05,0.000225069,1,2,28,3233,F,,Category 1
L3_S35_F3898,0.000133863,5.73584E-06,0.000143225,1,3,35,3898,F,,Category 1
L2_S28_F3307,0.000132919,4.49364E-05,0.000143225,1,2,28,3307,F,,Category 1
L3_S41_F4011,0.000130337,1.67646E-06,0.000102304,1,3,41,4011,F,,Category 1
L1_S25_F1978,0.000128697,3.22199E-05,0.000122765,1,1,25,1978,F,,Category 1
L1_S24_F1185:T1,0.000128492,4.34047E-07,0.00026599,1,1,24,1185,F,T1,Category 1
L1_S25_F2021,0.000128186,2.26296E-05,0.000143225,1,1,25,2021,F,,Category 1
L1_S25_F2990,0.000128124,8.28672E-05,0.000102304,1,1,25,2990,F,,Category 1
L1_S25_F2837,0.000127012,9.12632E-05,0.000204608,1,1,25,2837,F,,Category 1
L0_S11_F298,0.000125825,8.26541E-07,0.000122765,1,0,11,298,F,,Category 1
L1_S25_D1891,0.000124021,2.96025E-06,0.000102304,1,1,25,1891,D,,Category 1
L3_S44_D4101,0.000122777,1.27437E-06,0.000122765,1,3,44,4101,D,,Category 1
L1_S24_D677,0.000120826,5.42171E-06,0.000225069,1,1,24,677,D,,Category 1
L3_S41_F4000,0.000119297,4.40147E-07,6.13823E-05,1,3,41,4000,F,,Category 1
L1_S25_F3028,0.000116906,2.05768E-06,0.000204608,1,1,25,3028,F,,Category 1
L1_S25_F2920,0.000116384,2.13191E-05,0.000102304,1,1,25,2920,F,,Category 1
L1_S25_F1900,0.000115753,1.94043E-05,0.000122765,1,1,25,1900,F,,Category 1
L3_S36_F3934,0.000114552,3.28705E-05,0.000245529,1,3,36,3934,F,,Category 1
